년월일,업무구분,공장구분,HEAT_NO,LOT_NO,PON,공정순위,주조구분,재료코드,강종그룹,강종코드,사내강종명,사내강종명(제강),구)사내강종명,강종,품목,형상,용도,표면,열처리,폭,외경,내경,수요가,수요가명,수주번호,수주행번,생산의뢰번호,강관소재여부,발생일자,발생구분,발생공정,발생공정명,발생수량,발생중량,원인공정,원인공정명,이상구분,이상코드,이상코드명,이상분류,이상구분,상태코드,조치코드,조치코드명,조치일자,원인공정_작업조,출탕완료일시,주조완료일시,검사완료일시,초말구분,CAST내_수,CAST내_순,STRAND_NO,STRAND_SEQ,지시GR_종류,생산GR_종류,생산GR공정,GR_일자,압연공정1,압연일자1,압연외경1,압연폭1,압연공정2,압연일자2,압연외경2,압연폭2,압연공정3,압연일자3,압연외경3,압연폭3,압연공정4,압연일자4,압연외경4,압연폭4,최종압연공정,최종압연일자,제품압연작업조,생성일시,HCR,투입중량,주설비구분
2023-07-28,2,9,S54431,B350686901,D23W7W0678,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,16,16,,S0808,TPLEX.CO.Ltd.,D2023070188,006,D23W07W1209,N,2023-07-28,3,9W91,산세,1,598,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-07-28,,2023-05-25,2023-05-25,2023-05-26,,5,1,3,8,D,D,8301,2023-07-11,8100,2023-07-18,16,0,,,0,0,,,0,0,,,0,0,8100,2023-07-18,C,2023-08-07,,,C
2023-09-18,2,9,S54745,B360554000,D23W8W1200,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PK,SL,29,29,,S1582,MAN HO FROFILE,D2023080174,001,D23W08W0524,N,2023-09-11,3,9W91,산세,1,"1,283",2Z00,2제강,2,S11,종크랙,제품불량,표면,4,RG,수동연마추가,2023-09-18,,2023-06-26,2023-06-26,2023-06-27,,3,2,6,5,A,A,8301,2023-08-25,8100,2023-08-28,29,0,,,0,0,,,0,0,,,0,0,8100,2023-08-28,C,2023-10-05,,,C
2023-09-18,2,9,S54745,B360550300,D23W8W1112,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,24,24,,S1065,SEAH METAL CO. LTD,D2023080184,003,D23W08W0802,N,2023-09-11,3,9W91,산세,1,"1,310",2Z00,2제강,2,S11,종크랙,제품불량,표면,4,RG,수동연마추가,2023-09-18,,2023-06-26,2023-06-26,2023-06-27,,3,2,4,5,A,A,8301,2023-08-25,8100,2023-08-27,24,0,,,0,0,,,0,0,,,0,0,8100,2023-08-27,B,2023-10-05,,,C
2023-04-12,2,9,S53406,B320669506,D23W4W0205,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2023040215,001,D23W04W1657,N,2023-04-12,3,9W91,산세,1,727,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-04-12,,2023-02-27,2023-02-27,2023-03-01,,4,3,4,12,A,A,8301,2023-04-03,8100,2023-04-12,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-04-12,D,2023-05-03,,,W
2023-08-28,2,9,S54746,B360537102,D23W8W0572,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,12,12,,S0808,TPLEX.CO.Ltd.,D2023080148,004,D23W08W0535,N,2023-08-28,3,9W91,산세,1,396,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-08-28,,2023-06-26,2023-06-27,2023-06-27,,3,3,2,1,A,A,8301,2023-08-12,8100,2023-08-20,12,0,,,0,0,,,0,0,,,0,0,8100,2023-08-20,B,2023-09-04,,,W
2023-08-28,2,9,S54746,B360537102,D23W8W0572,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,12,12,,S0808,TPLEX.CO.Ltd.,D2023080148,004,D23W08W0535,N,2023-08-28,3,9W91,산세,1,396,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-08-28,,2023-06-26,2023-06-27,2023-06-27,,3,3,2,1,A,A,8301,2023-08-12,8100,2023-08-20,12,0,,,0,0,,,0,0,,,0,0,8100,2023-08-20,B,2023-09-04,,,W
2024-02-28,2,9,S56525,B410580004,D24W2W1068,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,20,20,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024020162,011,D24W02W0871,N,2024-02-28,3,9W91,산세,1,150,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-02-28,,2024-01-31,2024-01-31,2024-02-01,,2,1,2,8,A,A,8301,2024-02-23,8100,2024-02-24,20,0,,,0,0,,,0,0,,,0,0,8100,2024-02-24,A,2024-03-05,,,C
2024-02-28,2,9,S56525,B410580004,D24W2W1068,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,20,20,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024020162,011,D24W02W0871,N,2024-02-28,3,9W91,산세,1,150,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-02-28,,2024-01-31,2024-01-31,2024-02-01,,2,1,2,8,A,A,8301,2024-02-23,8100,2024-02-24,20,0,,,0,0,,,0,0,,,0,0,8100,2024-02-24,A,2024-03-05,,,C
2023-11-22,2,9,S55301,B3A0367509,D23WBW0377,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,11.5,11.5,,S1065,SEAH METAL CO. LTD,D2023110147,002,D23W11W0389,N,2023-11-22,3,9W91,산세,1,658,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-11-22,,2023-08-27,2023-08-27,2023-08-28,,4,4,6,10,D,D,8301,2023-10-31,8100,2023-11-15,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-15,B,2023-12-04,,,W
2023-11-22,2,9,S55301,B3A0367509,D23WBW0377,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PK,SL,11.5,11.5,,S1065,SEAH METAL CO. LTD,D2023110147,002,D23W11W0389,N,2023-11-22,3,9W91,산세,1,657,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-11-22,,2023-08-27,2023-08-27,2023-08-28,,4,4,6,10,D,D,8301,2023-10-31,8100,2023-11-15,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-15,B,2023-12-04,,,W
2023-11-22,2,9,S55761,B3A0427600,D23WAW1294,90,T,7730,SSH,SSH034,STS303FS8,STS303FS7,,SUS303F,W,WR,DM,PK,SL,9.5,9.5,,20229,"DONG IL STEEL CO.,LTD.",D2023100108,008,D23W10W1067,N,2023-11-22,3,9W91,산세,1,"1,366",2Z00,2제강,2,S24,SCAB,제품불량,표면,4,RG,수동연마추가,2023-11-22,,2023-10-27,2023-10-27,2023-10-28,,3,3,5,15,A,A,8301,2023-11-11,8100,2023-11-13,9.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-13,C,2023-12-04,,,W
2023-11-01,2,9,S55298,B380529000,D23WAW0814,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,19,19,,S0808,TPLEX.CO.Ltd.,D2023100171,003,D23W10W1297,N,2023-11-01,3,9W91,산세,1,669,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-11-01,,2023-08-26,2023-08-27,2023-08-28,,4,1,2,6,A,A,8301,2023-10-11,8100,2023-10-15,19,0,,,0,0,,,0,0,,,0,0,8100,2023-10-15,A,2023-12-04,,,C
2023-11-01,2,9,S55298,B380529000,D23WAW0814,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,19,19,,S0808,TPLEX.CO.Ltd.,D2023100171,003,D23W10W1297,N,2023-11-01,3,9W91,산세,1,668,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-11-01,,2023-08-26,2023-08-27,2023-08-28,,4,1,2,6,A,A,8301,2023-10-11,8100,2023-10-15,19,0,,,0,0,,,0,0,,,0,0,8100,2023-10-15,A,2023-12-04,,,C
2024-02-23,2,9,S56577,B420213401,D24W2W0860,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,15,15,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024020162,007,D24W02W1184,N,2024-02-23,3,9W91,산세,1,680,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-02-23,,2024-02-03,2024-02-04,2024-02-07,,2,2,5,3,A,A,8301,2024-02-19,8100,2024-02-21,15,0,,,0,0,,,0,0,,,0,0,8100,2024-02-21,B,2024-03-05,,,C
2024-02-23,2,9,S56577,B420213401,D24W2W0860,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,15,15,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024020162,007,D24W02W1184,N,2024-02-23,3,9W91,산세,1,680,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2024-02-23,,2024-02-03,2024-02-04,2024-02-07,,2,2,5,3,A,A,8301,2024-02-19,8100,2024-02-21,15,0,,,0,0,,,0,0,,,0,0,8100,2024-02-21,B,2024-03-05,,,C
2024-02-28,2,9,S56576,B420376200,D24W2W1301,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,26,26,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024020162,017,D24W02W1090,N,2024-02-28,3,9W91,산세,1,400,8100,소형압연,2,S20,SEAM+터짐,제품불량,표면,4,JR,폐기,2024-02-28,C,2024-02-03,2024-02-04,2024-02-07,F,2,1,3,3,A,A,8301,2024-02-25,8100,2024-02-26,26,0,,,0,0,,,0,0,,,0,0,8100,2024-02-26,C,2024-03-05,,,C
2023-11-28,2,9,S55759,B3A0394806,D23WBW0088,92,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,AE,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2023110090,001,D23W11W0319,N,2023-11-28,3,9W91,산세,1,697,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-11-28,,2023-10-10,2023-10-27,2023-10-30,,3,1,5,12,A,A,8301,2023-11-05,8100,2023-11-12,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-12,B,2023-12-04,,,W
2023-11-28,2,9,S55759,B3A0394806,D23WBW0088,92,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,AE,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2023110090,001,D23W11W0319,N,2023-11-28,3,9W91,산세,1,697,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-11-28,,2023-10-10,2023-10-27,2023-10-30,,3,1,5,12,A,A,8301,2023-11-05,8100,2023-11-12,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-12,B,2023-12-04,,,W
2023-11-25,2,9,S55301,B3A0367407,D23WBW0122,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DZ,PK,SL,5.5,5.5,,S0395,KOS LIMITED,D2023110193,001,D23W11W1237,N,2023-11-25,3,9W91,산세,1,732,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-11-25,,2023-08-27,2023-08-27,2023-08-28,,4,4,4,2,A,A,8301,2023-10-30,8100,2023-11-08,5.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-08,B,2023-12-04,,,W
2023-11-25,2,9,S55301,B3A0367407,D23WBW0122,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DZ,PK,SL,5.5,5.5,,S0395,KOS LIMITED,D2023110193,001,D23W11W1237,N,2023-11-25,3,9W91,산세,1,731,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-11-25,,2023-08-27,2023-08-27,2023-08-28,,4,4,4,2,A,A,8301,2023-10-30,8100,2023-11-08,5.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-08,B,2023-12-04,,,W
2023-08-26,2,9,S54746,B360536607,D23W8W0568,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,9.5,9.5,,S0808,TPLEX.CO.Ltd.,D2023080148,002,D23W08W0553,N,2023-08-26,3,9W91,산세,1,710,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-08-26,,2023-06-26,2023-06-27,2023-06-27,,3,3,2,2,A,A,8301,2023-08-12,8100,2023-08-17,9.5,0,,,0,0,,,0,0,,,0,0,8100,2023-08-17,C,2023-09-04,,,W
2023-08-26,2,9,S54746,B360536607,D23W8W0568,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,9.5,9.5,,S0808,TPLEX.CO.Ltd.,D2023080148,002,D23W08W0553,N,2023-08-26,3,9W91,산세,1,710,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-08-26,,2023-06-26,2023-06-27,2023-06-27,,3,3,2,2,A,A,8301,2023-08-12,8100,2023-08-17,9.5,0,,,0,0,,,0,0,,,0,0,8100,2023-08-17,C,2023-09-04,,,W
2023-02-25,2,9,S53081,B310623300,D23W2W1173,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,17,17,,S1065,SEAH METAL CO. LTD,D2023020048,040,D23W02W0821,N,2023-02-25,3,9W91,산세,1,699,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-02-25,,2023-01-31,2023-01-31,2023-02-01,,2,2,4,5,A,A,8301,2023-02-17,8100,2023-02-18,17,0,,,0,0,,,0,0,,,0,0,8100,2023-02-18,A,2023-03-03,,,C
2023-02-25,2,9,S53081,B310623300,D23W2W1173,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,17,17,,S1065,SEAH METAL CO. LTD,D2023020048,040,D23W02W0821,N,2023-02-25,3,9W91,산세,1,698,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-02-25,,2023-01-31,2023-01-31,2023-02-01,,2,2,4,5,A,A,8301,2023-02-17,8100,2023-02-18,17,0,,,0,0,,,0,0,,,0,0,8100,2023-02-18,A,2023-03-03,,,C
2023-02-25,2,9,S53081,B310624601,D23W1W1559,120,T,7550,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,23,23,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023010133,012,D23W01W1124,N,2023-02-25,3,9W91,산세,1,501,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-02-25,,2023-01-31,2023-01-31,2023-02-01,,2,2,4,9,A,A,8301,2023-02-18,8100,2023-02-20,23,0,,,0,0,,,0,0,,,0,0,8100,2023-02-20,B,2023-03-03,,,C
2023-02-25,2,9,S53081,B310624601,D23W1W1559,120,T,7550,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,23,23,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023010133,012,D23W01W1124,N,2023-02-25,3,9W91,산세,1,500,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-02-25,,2023-01-31,2023-01-31,2023-02-01,,2,2,4,9,A,A,8301,2023-02-18,8100,2023-02-20,23,0,,,0,0,,,0,0,,,0,0,8100,2023-02-20,B,2023-03-03,,,C
2023-02-27,2,9,S53082,B310604002,D23W2W0649,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,12.5,12.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023020069,016,D23W02W0740,N,2023-02-27,3,9W91,산세,1,"1,426",8100,소형압연,2,S20,SEAM+터짐,제품불량,표면,4,RG,수동연마추가,2023-02-27,C,2023-01-31,2023-01-31,2023-02-01,F,1,1,4,8,A,A,8301,2023-02-14,8100,2023-02-25,12.5,0,,,0,0,,,0,0,,,0,0,8100,2023-02-25,C,2023-03-03,,,W
2023-11-25,2,9,S55301,B3A0367406,D23WBW0122,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DZ,PK,SL,5.5,5.5,,S0395,KOS LIMITED,D2023110193,001,D23W11W1237,N,2023-11-25,3,9W91,산세,1,"1,487",2Z00,2제강,2,S24,SCAB,제품불량,표면,4,JR,폐기,2023-11-25,,2023-08-27,2023-08-27,2023-08-28,,4,4,3,2,A,A,8301,2023-10-30,8100,2023-11-08,5.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-08,B,2023-12-04,,,W
2023-11-25,2,9,S55301,B3A0367401,D23WBW0122,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DZ,PK,SL,5.5,5.5,,S0395,KOS LIMITED,D2023110193,001,D23W11W1237,N,2023-11-25,3,9W91,산세,1,671,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-11-25,,2023-08-27,2023-08-27,2023-08-28,,4,4,3,1,A,A,8301,2023-10-30,8100,2023-11-08,5.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-08,B,2023-12-04,,,W
2023-11-25,2,9,S55301,B3A0367401,D23WBW0122,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DZ,PK,SL,5.5,5.5,,S0395,KOS LIMITED,D2023110193,001,D23W11W1237,N,2023-11-25,3,9W91,산세,1,670,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-11-25,,2023-08-27,2023-08-27,2023-08-28,,4,4,3,1,A,A,8301,2023-10-30,8100,2023-11-08,5.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-08,B,2023-12-04,,,W
2023-11-30,2,9,S55759,B3A0394800,D23WBW0088,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,AE,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2023110090,001,D23W11W0319,N,2023-11-22,3,9W91,산세,1,"1,385",2Z00,2제강,2,S24,SCAB,제품불량,표면,4,RH,Shot Blast 추가,2023-11-30,,2023-10-10,2023-10-27,2023-10-30,,3,1,6,10,A,A,8301,2023-11-05,8100,2023-11-12,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-12,B,2023-12-04,,,W
2023-02-24,2,9,S53081,B310623200,D23W1W1553,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,17,17,,S1065,SEAH METAL CO. LTD,D2023010095,046,D23W01W1057,N,2023-02-24,3,9W91,산세,1,698,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-02-24,,2023-01-31,2023-01-31,2023-02-01,,2,2,2,4,A,A,8301,2023-02-17,8100,2023-02-18,17,0,,,0,0,,,0,0,,,0,0,8100,2023-02-18,A,2023-03-03,,,C
2023-02-24,2,9,S53081,B310623200,D23W1W1553,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,17,17,,S1065,SEAH METAL CO. LTD,D2023010095,046,D23W01W1057,N,2023-02-24,3,9W91,산세,1,698,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-02-24,,2023-01-31,2023-01-31,2023-02-01,,2,2,2,4,A,A,8301,2023-02-17,8100,2023-02-18,17,0,,,0,0,,,0,0,,,0,0,8100,2023-02-18,A,2023-03-03,,,C
2023-11-02,2,9,S55298,B380528703,D23WAW0811,102,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PK,SL,15,15,,20229,"DONG IL STEEL CO.,LTD.",D990703636,10,D23W10W1078,N,2023-11-02,3,9W91,산세,1,200,2Z00,2제강,2,S41,줄파임,제품불량,표면,4,JR,폐기,2023-11-02,,2023-08-26,2023-08-27,2023-08-28,F,4,1,5,7,A,A,8301,2023-10-11,8100,2023-10-14,15,0,,,0,0,,,0,0,,,0,0,8100,2023-10-14,A,2023-12-04,,,C
2023-11-22,2,9,S55759,B3A0394803,D23WBW0088,90,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,AE,PK,SL,8.5,8.5,,S0808,TPLEX.CO.Ltd.,D2023110090,001,D23W11W0319,N,2023-11-22,3,9W91,산세,1,"1,476",2Z00,2제강,2,S24,SCAB,제품불량,표면,4,JR,폐기,2023-11-22,,2023-10-10,2023-10-27,2023-10-30,,3,1,5,13,A,A,8301,2023-11-05,8100,2023-11-12,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-11-12,B,2023-12-04,,,W
2023-02-27,2,9,S53081,B310624502,D23W2W1179,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,CSS303FS,W,WR,DM,PF,SL,22,22,,S1065,SEAH METAL CO. LTD,D2023020061,004,D23W02W0662,N,2023-02-27,3,9W91,산세,1,"1,495",8100,소형압연,2,S20,SEAM+터짐,제품불량,표면,4,JR,폐기,2023-02-27,B,2023-01-31,2023-01-31,2023-02-01,,2,2,4,6,A,A,8301,2023-02-18,8100,2023-02-20,22,0,,,0,0,,,0,0,,,0,0,8100,2023-02-20,B,2023-03-03,,,C
2023-08-31,2,9,S54746,B360536604,D23W8W0568,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,9.5,9.5,,S0808,TPLEX.CO.Ltd.,D2023080148,002,D23W08W0553,N,2023-08-26,3,9W91,산세,1,753,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-08-31,,2023-06-26,2023-06-27,2023-06-27,,3,3,4,2,A,A,8301,2023-08-12,8100,2023-08-17,9.5,0,,,0,0,,,0,0,,,0,0,8100,2023-08-17,C,2023-09-04,,,W
2023-08-31,2,9,S54746,B360536604,D23W8W0568,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,9.5,9.5,,S0808,TPLEX.CO.Ltd.,D2023080148,002,D23W08W0553,N,2023-08-26,3,9W91,산세,1,752,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-08-31,,2023-06-26,2023-06-27,2023-06-27,,3,3,4,2,A,A,8301,2023-08-12,8100,2023-08-17,9.5,0,,,0,0,,,0,0,,,0,0,8100,2023-08-17,C,2023-09-04,,,W
2023-08-28,2,9,S54746,B360536504,D23W8W0568,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,9.5,9.5,,S0808,TPLEX.CO.Ltd.,D2023080148,002,D23W08W0553,N,2023-08-28,3,9W91,산세,1,708,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-08-28,,2023-06-26,2023-06-27,2023-06-27,,3,3,1,2,A,A,8301,2023-08-12,8100,2023-08-17,9.5,0,,,0,0,,,0,0,,,0,0,8100,2023-08-17,C,2023-09-04,,,W
2023-08-28,2,9,S54746,B360536504,D23W8W0568,100,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,9.5,9.5,,S0808,TPLEX.CO.Ltd.,D2023080148,002,D23W08W0553,N,2023-08-28,3,9W91,산세,1,707,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-08-28,,2023-06-26,2023-06-27,2023-06-27,,3,3,1,2,A,A,8301,2023-08-12,8100,2023-08-17,9.5,0,,,0,0,,,0,0,,,0,0,8100,2023-08-17,C,2023-09-04,,,W
2023-08-30,2,9,S54746,B360540301,D23W8W0703,112,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,17,17,,S0808,TPLEX.CO.Ltd.,D2023080148,008,D23W08W0522,N,2023-08-30,3,9W91,산세,1,450,8100,소형압연,2,S20,SEAM+터짐,제품불량,표면,4,JR,폐기,2023-08-30,C,2023-06-26,2023-06-27,2023-06-27,,3,3,3,2,A,A,8301,2023-08-15,8100,2023-08-21,17,0,,,0,0,,,0,0,,,0,0,8100,2023-08-21,C,2023-09-04,,,C
2023-08-28,2,9,S54746,B360540303,D23W8W0703,110,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,STS303F,W,WR,DM,PK,SL,17,17,,S0808,TPLEX.CO.Ltd.,D2023080148,008,D23W08W0522,N,2023-08-28,3,9W91,산세,1,"1,500",8100,소형압연,2,S20,SEAM+터짐,제품불량,표면,4,JR,폐기,2023-08-28,C,2023-06-26,2023-06-27,2023-06-27,,3,3,5,2,A,A,8301,2023-08-15,8100,2023-08-21,17,0,,,0,0,,,0,0,,,0,0,8100,2023-08-21,C,2023-09-04,,,C
2024-02-23,2,9,S56577,B420212702,D24W2W0853,112,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,12.5,12.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024020159,022,D24W02W0875,N,2024-02-23,3,9W91,산세,1,100,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-02-23,,2024-02-03,2024-02-04,2024-02-07,,2,2,6,10,A,A,8301,2024-02-17,8100,2024-02-19,12.5,0,,,0,0,,,0,0,,,0,0,8100,2024-02-19,A,2024-03-05,,,W
2024-02-23,2,9,S56577,B420212702,D24W2W0853,112,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,12.5,12.5,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2024020159,022,D24W02W0875,N,2024-02-23,3,9W91,산세,1,100,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2024-02-23,,2024-02-03,2024-02-04,2024-02-07,,2,2,6,10,A,A,8301,2024-02-17,8100,2024-02-19,12.5,0,,,0,0,,,0,0,,,0,0,8100,2024-02-19,A,2024-03-05,,,W
2023-02-01,2,9,S52718,B310335000,D23W1W1188,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,23,23,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023010133,012,D23W01W1124,N,2023-02-01,3,9W91,산세,1,681,2T00,2제강,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-02-01,,2023-01-02,2023-01-02,2023-01-04,,2,2,,,A,A,8301,2023-01-19,8100,2023-01-26,23,0,,,0,0,,,0,0,,,0,0,8100,2023-01-26,B,2023-03-03,,,C
2023-02-01,2,9,S52718,B310335000,D23W1W1188,120,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,23,23,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023010133,012,D23W01W1124,N,2023-02-01,3,9W91,산세,1,680,8T00,소형압연,2,S22,터짐,제품불량,표면,4,RG,수동연마추가,2023-02-01,,2023-01-02,2023-01-02,2023-01-04,,2,2,,,A,A,8301,2023-01-19,8100,2023-01-26,23,0,,,0,0,,,0,0,,,0,0,8100,2023-01-26,B,2023-03-03,,,C
