년월,HEAT_NO,LOT_NO,공정코드,구분,공장명,주조구분,재료코드,강종그룹,강종코드,투입중량,생산중량,사내강종명,사내강종명(제강),구)사내강종명,품목,형상,용도,표면,열처리,외경,폭,내경,수요가명,수주번호,수주행번,압연공정1,압연일자1,압연외경1,압연폭1,압연공정2,압연일자2,압연외경2,압연폭2,압연공정3,압연일자3,압연외경3,압연폭3,압연공정4,압연일자4,압연외경4,압연폭4,최종압연공정,최종압연일자,발행구분,CAST내 수,CAST내 순,STRAND_NO,STRAND_SEQ,주조완료일,주여구분,지시GR종류,생산GR종류,생산GR공정,제강검사완료일,작업일,강관소재여부,주설비구분
202308,S54745,B360553701,9Y01,압연,산세,T,7730,SSH,SSH034,"1,599","1,254",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,26,26,0,주식회사 티플랙스,D2023080148,011,8100,2023-08-28,26,0,,,0,0,,,0,0,,,0,0,8100,2023-08-28,1,3,2,,,2023-06-26,1,A,A,8301,2023-06-27,2023-10-04,N,C
202308,S54745,B360553901,9Y01,압연,산세,T,7730,SSH,SSH034,"1,609","1,329",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,27,27,0,(주)세아메탈,D2023080186,009,8100,2023-08-28,27,0,,,0,0,,,0,0,,,0,0,8100,2023-08-28,1,3,2,,,2023-06-26,1,A,A,8301,2023-06-27,2023-10-04,N,C
202302,S52717,B310559703,9Y01,압연,산세,T,7730,SSH,SSH034,"1,607","1,444",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,8.5,8.5,0,주식회사 티플랙스,D2023020108,003,8100,2023-02-16,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-02-16,1,2,1,,,2023-01-02,1,A,A,8301,2023-01-04,2023-02-20,N,W
202302,S52717,B310559702,9Y01,압연,산세,T,7730,SSH,SSH034,"1,603","1,427",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,8.5,8.5,0,주식회사 티플랙스,D2023020108,003,8100,2023-02-16,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-02-16,1,2,1,,,2023-01-02,1,A,A,8301,2023-01-04,2023-02-20,N,W
202302,S52717,B310559701,9Y01,압연,산세,T,7730,SSH,SSH034,"1,590","1,422",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,8.5,8.5,0,주식회사 티플랙스,D2023020108,003,8100,2023-02-16,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-02-16,1,2,1,,,2023-01-02,1,A,A,8301,2023-01-04,2023-02-20,N,W
202302,S52717,B310560100,9Y01,압연,산세,T,7730,SSH,SSH034,"3,064","1,429",STS303FS8,STS303FS8,,W,WR,DZ,PK,SL,9,9,0,고려특수선재 (주),D2023020326,001,8100,2023-02-16,9,0,,,0,0,,,0,0,,,0,0,8100,2023-02-16,1,2,1,,,2023-01-02,1,A,A,8301,2023-01-04,2023-02-20,N,W
202302,S52717,B310560102,9Y01,압연,산세,T,7730,SSH,SSH034,"1,669","1,419",STS303FS8,STS303FS8,,W,WR,DZ,PK,SL,9,9,0,고려특수선재 (주),D2023020326,001,8100,2023-02-16,9,0,,,0,0,,,0,0,,,0,0,8100,2023-02-16,1,2,1,,,2023-01-02,1,A,A,8301,2023-01-04,2023-02-20,N,W
202302,S52717,B310560000,9Y01,압연,산세,T,7730,SSH,SSH034,"1,596","1,424",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,9,9,0,만호제강(주)창원공장,D2023020121,003,8100,2023-02-16,9,0,,,0,0,,,0,0,,,0,0,8100,2023-02-16,1,2,1,,,2023-01-02,1,A,A,8301,2023-01-04,2023-02-20,N,W
202302,S52717,B310560001,9Y01,압연,산세,T,7730,SSH,SSH034,"1,602","1,419",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,9,9,0,만호제강(주)창원공장,D2023020121,003,8100,2023-02-16,9,0,,,0,0,,,0,0,,,0,0,8100,2023-02-16,1,2,1,,,2023-01-02,1,A,A,8301,2023-01-04,2023-02-20,N,W
202301,S47024,B170709302,9Y01,압연,산세,T,6830,SSH,SSH034,"1,570","1,359",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,10.5,10.5,0,(주)세아특수강,D2023010132,030,8100,2023-01-14,10.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-14,1,4,3,,,2021-07-20,1,A,A,8301,2021-07-26,2023-02-01,N,W
202301,S47024,B170709303,9Y01,압연,산세,T,6830,SSH,SSH034,"1,581","1,370",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,10.5,10.5,0,(주)세아특수강,D2023010132,030,8100,2023-01-14,10.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-14,1,4,3,,,2021-07-20,1,A,A,8301,2021-07-26,2023-02-01,N,W
202301,S47024,B170708900,9Y01,압연,산세,T,6830,SSH,SSH034,"1,656","1,269",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아특수강,D2023010132,031,8100,2023-01-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-17,1,4,3,,,2021-07-20,1,A,A,8301,2021-07-26,2023-02-04,N,W
202301,S52718,B310137100,9Y01,압연,산세,T,7730,SSH,SSH034,"1,599","1,395",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,13.5,13.5,0,(주)세아메탈,D2022120224,008,8100,2023-01-19,13.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-19,1,2,2,,,2023-01-02,1,A,A,8301,2023-01-04,2023-02-04,N,W
202301,S47024,B170708300,9Y01,압연,산세,T,6830,SSH,SSH034,"1,719",873,STS303FS8,STS303FS8,,W,WR,DM,PK,SL,7.5,7.5,0,(주)세아메탈,D2023010095,038,8100,2023-01-13,7.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-13,1,4,3,,,2021-07-20,1,A,A,8301,2021-07-26,2023-02-02,N,W
202301,S47024,B170709300,9Y01,압연,산세,T,6830,SSH,SSH034,"1,591","1,251",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11,11,0,(주)세아메탈,D2023010095,041,8100,2023-01-15,11,0,,,0,0,,,0,0,,,0,0,8100,2023-01-15,1,4,3,,,2021-07-20,1,A,A,8301,2021-07-26,2023-02-02,N,W
202302,S53082,B310562701,9Y01,압연,산세,T,7730,SSH,SSH034,"1,602","1,407",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,5.5,5.5,0,만호제강(주)창원공장,D2023020121,006,8100,2023-02-12,5.5,0,,,0,0,,,0,0,,,0,0,8100,2023-02-12,1,1,1,,,2023-01-31,1,A,A,8301,2023-02-01,2023-02-15,N,W
202302,S53082,B310562700,9Y01,압연,산세,T,7730,SSH,SSH034,"1,596","1,402",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,5.5,5.5,0,만호제강(주)창원공장,D2023020121,006,8100,2023-02-12,5.5,0,,,0,0,,,0,0,,,0,0,8100,2023-02-12,1,1,1,,,2023-01-31,1,A,A,8301,2023-02-01,2023-02-15,N,W
202308,S54745,B360550300,9Y01,압연,산세,T,7730,SSH,SSH034,"1,599","1,305",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,24,24,0,(주)세아메탈,D2023080184,003,8100,2023-08-27,24,0,,,0,0,,,0,0,,,0,0,8100,2023-08-27,1,3,2,,,2023-06-26,1,A,A,8301,2023-06-27,2023-10-04,N,C
202308,S54745,B360553802,9Y01,압연,산세,T,7730,SSH,SSH034,"1,581","1,204",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,26,26,0,(주)세아메탈,D2023080184,004,8100,2023-08-28,26,0,,,0,0,,,0,0,,,0,0,8100,2023-08-28,1,3,2,,,2023-06-26,1,A,A,8301,2023-06-27,2023-10-04,N,C
202309,S55301,B380500301,9Y01,압연,산세,T,7730,SSH,SSH034,"1,619","1,303",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,21,21,0,주식회사 티플랙스,D2023090032,008,8100,2023-09-21,21,0,,,0,0,,,0,0,,,0,0,8100,2023-09-21,1,4,4,,,2023-08-27,1,A,A,8301,2023-08-28,2023-10-05,N,C
202309,S55301,B380488400,9Y01,압연,산세,T,7730,SSH,SSH034,"1,599","1,302",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,19,19,0,주식회사 티플랙스,D2023090032,007,8100,2023-09-20,19,0,,,0,0,,,0,0,,,0,0,8100,2023-09-20,1,4,4,,,2023-08-27,1,A,A,8301,2023-08-28,2023-10-05,N,C
202309,S55301,B380488500,9Y01,압연,산세,T,7730,SSH,SSH034,"1,587","1,348",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,20,20,0,(주)세아특수강,D2023100107,010,8100,2023-09-21,20,0,,,0,0,,,0,0,,,0,0,8100,2023-09-21,1,4,4,,,2023-08-27,1,A,A,8301,2023-08-28,2023-10-05,N,C
202309,S55301,B380500400,9Y01,압연,산세,T,7730,SSH,SSH034,"1,599","1,356",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,21,21,0,(주)세아메탈,D2023090192,001,8100,2023-09-21,21,0,,,0,0,,,0,0,,,0,0,8100,2023-09-21,1,4,4,,,2023-08-27,1,A,A,8301,2023-08-28,2023-10-05,N,C
202309,S55301,B380500300,9Y01,압연,산세,T,7730,SSH,SSH034,"1,579","1,253",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,21,21,0,주식회사 티플랙스,D2023090032,008,8100,2023-09-21,21,0,,,0,0,,,0,0,,,0,0,8100,2023-09-21,1,4,4,,,2023-08-27,1,A,A,8301,2023-08-28,2023-10-05,N,C
202309,S55300,B390037907,9Y01,압연,산세,T,7730,SSH,SSH034,"1,603","1,329",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,22,22,0,(주)세아메탈,D2023090192,002,8100,2023-09-22,22,0,,,0,0,,,0,0,,,0,0,8100,2023-09-22,1,4,3,,,2023-08-26,1,D,D,8301,2023-08-28,2023-10-05,N,C
202309,S55300,B390037823,9Y01,압연,산세,T,7730,SSH,SSH034,"1,610","1,417",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,22,22,0,(주)세아메탈,D2023090192,002,8100,2023-09-22,22,0,,,0,0,,,0,0,,,0,0,8100,2023-09-22,1,4,3,,,2023-08-26,1,A,A,8301,2023-08-28,2023-10-05,N,C
202309,S55300,B390037806,9Y01,압연,산세,T,7730,SSH,SSH034,"1,583","1,408",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,22,22,0,(주)세아메탈,D2023090192,002,8100,2023-09-22,22,0,,,0,0,,,0,0,,,0,0,8100,2023-09-22,1,4,3,,,2023-08-26,1,A,A,8301,2023-08-28,2023-10-05,N,C
202309,S55300,B390037821,9Y01,압연,산세,T,7730,SSH,SSH034,"1,618","1,363",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,22,22,0,(주)세아특수강,D2023100107,011,8100,2023-09-22,22,0,,,0,0,,,0,0,,,0,0,8100,2023-09-22,1,4,3,,,2023-08-26,1,A,A,8301,2023-08-28,2023-10-05,N,C
202308,S54745,B360554000,9Y01,압연,산세,T,7730,SSH,SSH034,"1,599","1,281",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,29,29,0,만호제강(주)창원공장,D2023080174,001,8100,2023-08-28,29,0,,,0,0,,,0,0,,,0,0,8100,2023-08-28,1,3,2,,,2023-06-26,1,A,A,8301,2023-06-27,2023-10-05,N,C
202309,S55300,B390037813,9Y01,압연,산세,T,7730,SSH,SSH034,"1,638","1,310",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,13,13,0,주식회사 티플랙스,D2023090032,005,8100,2023-09-16,13,0,,,0,0,,,0,0,,,0,0,8100,2023-09-16,1,4,3,,,2023-08-26,1,A,A,8301,2023-08-28,2023-10-06,N,W
202309,S55300,B390037812,9Y01,압연,산세,T,7730,SSH,SSH034,"1,638","1,296",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,13,13,0,주식회사 티플랙스,D2023090032,005,8100,2023-09-16,13,0,,,0,0,,,0,0,,,0,0,8100,2023-09-16,1,4,3,,,2023-08-26,1,A,A,8301,2023-08-28,2023-10-06,N,W
202309,S55301,B380488501,9Y01,압연,산세,T,7730,SSH,SSH034,"1,606","1,339",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,20,20,0,(주)세아특수강,D2023100107,010,8100,2023-09-21,20,0,,,0,0,,,0,0,,,0,0,8100,2023-09-21,1,4,4,,,2023-08-27,1,A,A,8301,2023-08-28,2023-10-06,N,C
202309,S55301,B380488502,9Y01,압연,산세,T,7730,SSH,SSH034,"1,604","1,370",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,20,20,0,(주)세아특수강,D2023100107,010,8100,2023-09-21,20,0,,,0,0,,,0,0,,,0,0,8100,2023-09-21,1,4,4,,,2023-08-27,1,A,A,8301,2023-08-28,2023-10-06,N,C
202309,S55300,B390037807,9Y01,압연,산세,T,7730,SSH,SSH034,"1,555","1,298",STS303FS8,STS303FS8,,W,WR,DM,PF,SL,22,22,0,(주)세아특수강,D2023100107,011,8100,2023-09-22,22,0,,,0,0,,,0,0,,,0,0,8100,2023-09-22,1,4,3,,,2023-08-26,1,A,A,8301,2023-08-28,2023-10-06,N,C
202305,S54145,B340574401,9Y01,압연,산세,T,7730,SSH,SSH034,"1,602","1,422",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,6.5,6.5,0,(주)세아특수강,D2023050211,015,8100,2023-05-12,6.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-12,1,2,2,,,2023-04-28,1,A,A,8301,2023-04-28,2023-05-22,N,W
202305,S54145,B340574400,9Y01,압연,산세,T,7730,SSH,SSH034,"1,596","1,431",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,6.5,6.5,0,(주)세아특수강,D2023050211,015,8100,2023-05-12,6.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-12,1,2,2,,,2023-04-28,1,A,A,8301,2023-04-28,2023-05-22,N,W
202305,S54145,B340574200,9Y01,압연,산세,T,7730,SSH,SSH034,"1,599","1,420",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,6.5,6.5,0,만호제강(주)창원공장,D2023050202,001,8100,2023-05-12,6.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-12,1,2,2,,,2023-04-28,1,A,A,8301,2023-04-28,2023-05-22,N,W
202305,S54145,B340574300,9Y01,압연,산세,T,7730,SSH,SSH034,"1,605","1,344",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,6.5,6.5,0,(주)세아메탈,D2023050152,029,8100,2023-05-12,6.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-12,1,2,2,,,2023-04-28,1,A,A,8301,2023-04-28,2023-05-22,N,W
202305,S54145,B340574302,9Y01,압연,산세,T,7730,SSH,SSH034,"1,599","1,427",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,6.5,6.5,0,(주)세아메탈,D2023050152,029,8100,2023-05-12,6.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-12,1,2,2,,,2023-04-28,1,A,A,8301,2023-04-28,2023-05-22,N,W
202305,S54145,B340574301,9Y01,압연,산세,T,7730,SSH,SSH034,"1,593","1,400",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,6.5,6.5,0,(주)세아메탈,D2023050152,029,8100,2023-05-12,6.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-12,1,2,2,,,2023-04-28,1,A,A,8301,2023-04-28,2023-05-22,N,W
202305,S54145,B340574503,9Y01,압연,산세,T,7730,SSH,SSH034,"1,595","1,406",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,6.5,6.5,0,(주)세아메탈,D2023050321,017,8100,2023-05-12,6.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-12,1,2,2,,,2023-04-28,1,A,A,8301,2023-04-28,2023-05-22,N,W
202305,S54145,B340574502,9Y01,압연,산세,T,7730,SSH,SSH034,"1,598","1,396",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,6.5,6.5,0,(주)세아메탈,D2023050321,017,8100,2023-05-12,6.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-12,1,2,2,,,2023-04-28,1,A,A,8301,2023-04-28,2023-05-22,N,W
202305,S54145,B340574501,9Y01,압연,산세,T,7730,SSH,SSH034,"1,579","1,377",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,6.5,6.5,0,(주)세아메탈,D2023050321,017,8100,2023-05-12,6.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-12,1,2,2,,,2023-04-28,1,A,A,8301,2023-04-28,2023-05-22,N,W
202305,S54144,B340595400,8103,압연,소형압연,T,7730,SSH,SSH034,"1,599",0,STS303FS8,STS303FS8,,W,WR,DM,PF,SL,14.5,14.5,0,(주)세아특수강,D2023050211,021,8100,2023-05-22,14.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-22,1,2,1,,,2023-04-28,1,A,A,8301,2023-04-28,2023-05-22,N,W
202305,S54145,B340575901,9Y01,압연,산세,T,7730,SSH,SSH034,"1,592","1,375",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,8.5,8.5,0,(주)세아메탈,D2023050204,007,8100,2023-05-14,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-14,1,2,2,,,2023-04-28,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340584800,9Y01,압연,산세,T,7600,SSH,SSH034,"1,314","1,113",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,10.5,10.5,0,(주)세아메탈,D2023050152,033,8100,2023-05-15,10.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-15,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340584600,9Y01,압연,산세,T,7690,SSH,SSH034,"1,511","1,188",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,10.5,10.5,0,(주)세아메탈,D2023050152,033,8100,2023-05-15,10.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-15,1,1,1,,,2023-04-27,1,D,D,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340584500,9Y01,압연,산세,T,7690,SSH,SSH034,"1,511","1,126",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,10.5,10.5,0,(주)세아메탈,D2023050152,033,8100,2023-05-15,10.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-15,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585003,9Y01,압연,산세,T,7730,SSH,SSH034,"1,581","1,395",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,10.5,10.5,0,(주)세아메탈,D2023050204,008,8100,2023-05-15,10.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-15,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585002,9Y01,압연,산세,T,7730,SSH,SSH034,"1,597","1,400",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,10.5,10.5,0,(주)세아메탈,D2023050204,008,8100,2023-05-15,10.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-15,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585001,9Y01,압연,산세,T,7730,SSH,SSH034,"1,614","1,405",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,10.5,10.5,0,(주)세아메탈,D2023050204,008,8100,2023-05-15,10.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-15,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585000,9Y01,압연,산세,T,7730,SSH,SSH034,"1,604","1,416",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,10.5,10.5,0,(주)세아메탈,D2023050204,008,8100,2023-05-15,10.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-15,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585600,9Y01,압연,산세,T,7730,SSH,SSH034,"1,590","1,397",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아메탈,D2023050152,034,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585604,9Y01,압연,산세,T,7730,SSH,SSH034,"1,596","1,411",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아메탈,D2023050152,034,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585603,9Y01,압연,산세,T,7730,SSH,SSH034,"1,606","1,409",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아메탈,D2023050152,034,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585602,9Y01,압연,산세,T,7730,SSH,SSH034,"1,600","1,385",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아메탈,D2023050152,034,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585601,9Y01,압연,산세,T,7730,SSH,SSH034,"1,603","1,396",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아메탈,D2023050152,034,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585700,9Y01,압연,산세,T,7730,SSH,SSH034,"1,987","1,336",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아특수강,D2023050211,018,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585707,9Y01,압연,산세,T,7730,SSH,SSH034,"2,010","1,407",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아특수강,D2023050211,018,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202301,S52033,B2A0672600,9Y01,압연,산세,T,7730,SSH,SSH034,"1,599","1,366",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,6.5,6.5,0,만호제강(주)창원공장,D2023010162,001,8100,2023-01-11,6.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-11,1,2,1,,,2022-10-29,1,A,A,8301,2022-10-31,2023-02-03,N,W
202301,S47024,B170709301,9Y01,압연,산세,T,6830,SSH,SSH034,"1,591","1,395",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,10.5,10.5,0,(주)세아메탈,D2023010095,040,8100,2023-01-14,10.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-14,1,4,3,,,2021-07-20,1,A,A,8301,2021-07-26,2023-02-03,N,W
202301,S52718,B310136800,9Y01,압연,산세,T,7730,SSH,SSH034,"1,599","1,380",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아메탈,D2023010095,042,8100,2023-01-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-17,1,2,2,,,2023-01-02,1,A,A,8301,2023-01-04,2023-02-03,N,W
202308,S54745,B360556400,9Y01,압연,산세,T,7730,SSH,SSH034,"1,595","1,221",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,31,31,0,주식회사 티플랙스,D2023080148,012,8100,2023-08-29,31,0,,,0,0,,,0,0,,,0,0,8100,2023-08-29,1,3,2,,,2023-06-26,1,A,A,8301,2023-06-27,2023-10-04,N,C
202308,S54745,B360556401,9Y01,압연,산세,T,7730,SSH,SSH034,"1,603","1,145",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,31,31,0,주식회사 티플랙스,D2023080148,012,8100,2023-08-29,31,0,,,0,0,,,0,0,,,0,0,8100,2023-08-29,1,3,2,,,2023-06-26,1,A,A,8301,2023-06-27,2023-10-04,N,C
202305,S54143,B340585704,9Y01,압연,산세,T,7730,SSH,SSH034,"2,036","1,419",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아특수강,D2023050211,018,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585703,9Y01,압연,산세,T,7730,SSH,SSH034,"1,997","1,387",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아특수강,D2023050211,018,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585702,9Y01,압연,산세,T,7730,SSH,SSH034,"2,007","1,415",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아특수강,D2023050211,018,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585701,9Y01,압연,산세,T,7730,SSH,SSH034,"1,954","1,363",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아특수강,D2023050211,018,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585802,9Y01,압연,산세,T,7730,SSH,SSH034,"1,606","1,378",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,동일제강(주),D2023050217,001,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585801,9Y01,압연,산세,T,7730,SSH,SSH034,"1,596","1,381",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,동일제강(주),D2023050217,001,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585800,9Y01,압연,산세,T,7730,SSH,SSH034,"1,595","1,352",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,동일제강(주),D2023050217,001,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585905,9Y01,압연,산세,T,7730,SSH,SSH034,"1,610","1,382",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아메탈,D2023050321,023,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
202305,S54143,B340585904,9Y01,압연,산세,T,7730,SSH,SSH034,"1,606","1,383",STS303FS8,STS303FS8,,W,WR,DM,PK,SL,11.5,11.5,0,(주)세아메탈,D2023050321,023,8100,2023-05-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-05-17,1,1,1,,,2023-04-27,1,A,A,8301,2023-04-28,2023-05-23,N,W
