년월일,업무구분,공장구분,HEAT_NO,LOT_NO,PON,공정순위,주조구분,재료코드,강종그룹,강종코드,사내강종명,사내강종명(제강),구)사내강종명,강종,품목,형상,용도,표면,열처리,외경,폭,내경,수요가,수요가명,수주번호,수주행번,생산의뢰번호,강관소재여부,발생일자,발생구분,발생공정,발생공정명,발생수량,발생중량,원인공정,원인공정명,이상구분,이상코드,이상코드명,이상분류,이상구분,상태코드,조치코드,조치코드명,조치일자,원인공정_작업조,출탕완료일시,주조완료일시,검사완료일시,초말구분,CAST내_수,CAST내_순,STRAND_NO,STRAND_SEQ,지시GR_종류,생산GR_종류,생산GR공정,GR_일자,압연공정1,압연일자1,압연외경1,압연폭1,압연공정2,압연일자2,압연외경2,압연폭2,압연공정3,압연일자3,압연외경3,압연폭3,압연공정4,압연일자4,압연외경4,압연폭4,최종압연공정,최종압연일자,제품압연작업조,생성일시,HCR,투입중량,주설비구분
2023-01-27,2,9,S52724,B310258804,D23W1W0873,90,T,7730,SSA,SSA118,STS304S5,STS304S5,S304,SUS304F,W,WR,DM,PF,SL,23,23,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023010133,014,D23W01W1182,N,2023-01-27,3,9W91,산세,1,155,8100,소형압연,2,D23,외경(변)미달,제품불량,치수,4,JR,폐기,2023-01-27,A,2023-01-02,2023-01-02,2023-01-04,,\5,\4,\1,\12,A,A,B301,2023-01-21,8100,2023-01-26,23,0,,,0,0,,,0,0,,,0,0,8100,2023-01-26,A,2023-02-02,,,C
2023-01-07,2,9,S52465,B2C0638202,D23W1W0141,60,T,7730,SSB,SSB036,STS304H1S5,STS304H1S5,S304H1,PSS304H2P,W,WR,DQ,PK,SL,5.5,5.5,,S1191,"KOS WIRE CO.,LTD(POHANG)",D2023010150,006,D23W01W1681,N,2023-01-07,3,9W91,산세,1,200,2Z00,2제강,2,S41,줄파임,제품불량,표면,4,JR,폐기,2023-01-07,,2022-12-04,2022-12-04,2022-12-05,,\2,\1,\3,\4,,,,,8100,2023-01-04,5.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-04,D,2023-02-02,,,W
2023-01-30,2,9,S51746,B2A0679502,D23W1W1011,80,T,7730,SSM,SSM202,316LDSZ,316LDSZ,,PSS316/316L,W,WR,DM,PK,SL,25,25,,20229,"DONG IL STEEL CO.,LTD.",D2023010121,009,D23W01W1149,N,2023-01-30,3,9W91,산세,1,155,8100,소형압연,2,H14,권취불량,제품불량,형상,4,JR,폐기,2023-01-30,A,2022-10-01,2022-10-01,2022-10-03,,\5,\5,\1,\11,A,A,8301,2023-01-25,8100,2023-01-27,25,0,,,0,0,,,0,0,,,0,0,8100,2023-01-27,A,2023-02-02,,,C
2023-01-07,2,9,S52741,B310050902,D23W1W0369,60,T,7730,SSB,SSB039,STS304HS2,STS304HS2,S304H,SUS304H,W,WR,DS,PK,SL,5.5,5.5,,S0394,"D S R CO.,LTD.",D2023010106,003,D23W01W1117,N,2023-01-07,3,9W91,산세,1,155,8100,소형압연,2,H14,권취불량,제품불량,형상,4,JR,폐기,2023-01-07,C,2023-01-03,2023-01-03,2023-01-04,,\7,\4,\6,\2,,,,,8100,2023-01-06,5.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-06,C,2023-02-02,,,W
2023-01-09,2,9,S51768,B2A0672205,D23W1W0252,70,T,7730,SSB,SSB038,STS304H1KS4,STS304H1KS4,S304H1K,PSS304H1K,W,WR,DQ,PK,SL,5.5,5.5,,S0395,KOS LIMITED,D2023010131,012,D23W01W1739,N,2023-01-09,3,9W91,산세,1,225,9700,산세,2,S25,파단,제품불량,표면,4,JR,폐기,2023-01-09,C,2022-10-03,2022-10-03,2022-10-04,,\2,\1,,,A,A,8301,2023-01-03,8100,2023-01-04,5.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-04,D,2023-02-02,,,W
2023-01-18,2,9,S52792,B310188400,D23W1W0682,70,T,7730,SSA,SSA112,STS304S2,STS304S2,S304,304,W,WR,DZ,PK,SL,11.5,11.5,,S1199,"OSUNG Fasteners Co.,LTD",D2023010137,003,D23W01W1263,N,2023-01-18,3,9W91,산세,1,155,8100,소형압연,2,S11,종크랙,제품불량,표면,4,JR,폐기,2023-01-18,C,2023-01-07,2023-01-07,2023-01-08,,\2,\2,\5,\12,,,,,8100,2023-01-17,11.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-17,C,2023-02-02,,,W
2023-01-28,2,9,S48922,B210575200,E23W1W0158,110,T,6780,SMA,SMA085,STS410S8,STS410S8,S410,SUS410C,W,WR,DH,PK,FA,5.5,5.5,,S1838,"MIN HWEI ENTERPRISE CO., LTD.",E2023010098,002,E23W01W0296,N,2023-01-28,3,9W91,산세,1,"1,416",8100,소형압연,2,S13,SEAM,제품불량,표면,4,JR,폐기,2023-01-28,A,2022-01-22,2022-01-23,2022-01-23,,\2,\1,\6,\6,A,A,8301,2022-09-08,8100,2023-01-09,5.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-09,A,2023-02-02,,,W
2023-01-28,2,9,S52070,B2B0486827,D23W1W0238,130,T,7730,SMA,SMA083,STS410S5,STS410S5,S410,STS410,W,WR,DM,PK,FA,8.5,8.5,,S1065,SEAH METAL CO. LTD,D2023010095,023,D23W01W1129,N,2023-01-28,3,9W91,산세,1,977,V000,소형생산실공통,2,S11,종크랙,제품불량,표면,4,JR,폐기,2023-01-28,,2022-10-31,2022-10-31,2022-11-01,,\2,\1,,,A,A,8301,2022-12-22,8100,2023-01-13,8.5,0,,,0,0,,,0,0,,,0,0,8100,2023-01-13,C,2023-02-02,,,W
2023-01-28,2,9,S52425,B2C0716103,D23W1W1212,90,T,7730,SMA,SMA083,STS410S5,STS410S5,S410,STS410,W,WR,DM,PK,FA,17,17,,S1065,SEAH METAL CO. LTD,D2023010100,001,D23W01W0975,N,2023-01-28,3,9W91,산세,1,705,2T00,2제강,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-01-28,,2022-12-01,2022-12-01,2022-12-02,F,\3,\1,\1,\1,D,D,8301,2023-01-19,8100,2023-01-23,17,0,,,0,0,,,0,0,,,0,0,8100,2023-01-23,A,2023-02-02,,,C
2023-01-28,2,9,S52425,B2C0716103,D23W1W1212,90,T,7730,SMA,SMA083,STS410S5,STS410S5,S410,STS410,W,WR,DM,PK,FA,17,17,,S1065,SEAH METAL CO. LTD,D2023010100,001,D23W01W0975,N,2023-01-28,3,9W91,산세,1,705,8T00,소형압연,2,S22,터짐,제품불량,표면,4,JR,폐기,2023-01-28,,2022-12-01,2022-12-01,2022-12-02,F,\3,\1,\1,\1,D,D,8301,2023-01-19,8100,2023-01-23,17,0,,,0,0,,,0,0,,,0,0,8100,2023-01-23,A,2023-02-02,,,C
