년월일,업무구분,공장구분,HEAT_NO,LOT_NO,PON,공정순위,주조구분,재료코드,강종그룹,강종코드,사내강종명,사내강종명(제강),구)사내강종명,강종,품목,형상,용도,표면,열처리,외경,폭,내경,수요가,수요가명,수주번호,수주행번,생산의뢰번호,강관소재여부,발생일자,발생구분,발생공정,발생공정명,발생수량,발생중량,원인공정,원인공정명,이상구분,이상코드,이상코드명,이상분류,이상구분,상태코드,조치코드,조치코드명,조치일자,원인공정_작업조,출탕완료일시,주조완료일시,검사완료일시,초말구분,CAST내_수,CAST내_순,STRAND_NO,STRAND_SEQ,지시GR_종류,생산GR_종류,생산GR공정,GR_일자,압연공정1,압연일자1,압연외경1,압연폭1,압연공정2,압연일자2,압연외경2,압연폭2,압연공정3,압연일자3,압연외경3,압연폭3,압연공정4,압연일자4,압연외경4,압연폭4,최종압연공정,최종압연일자,제품압연작업조,생성일시,HCR,투입중량,주설비구분
2023-01-27,2,9,S52724,B310258804,D23W1W0873,90,T,7730,SSA,SSA118,STS304S5,STS304S5,S304,SUS304F,W,WR,DM,PF,SL,23,23,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023010133,014,D23W01W1182,N,2023-01-27,3,9W91,산세,1,155,8100,소형압연,2,D23,외경(변)미달,제품불량,치수,4,JR,폐기,2023-01-27,A,2023-01-02,2023-01-02,2023-01-04,,\5,\4,\1,\12,A,A,B301,2023-01-21,8100,2023-01-26,23,0,,,0,0,,,0,0,,,0,0,8100,2023-01-26,A,2023-02-02,,,C
2023-01-30,2,9,S51746,B2A0679502,D23W1W1011,80,T,7730,SSM,SSM202,316LDSZ,316LDSZ,,PSS316/316L,W,WR,DM,PK,SL,25,25,,20229,"DONG IL STEEL CO.,LTD.",D2023010121,009,D23W01W1149,N,2023-01-30,3,9W91,산세,1,155,8100,소형압연,2,H14,권취불량,제품불량,형상,4,JR,폐기,2023-01-30,A,2022-10-01,2022-10-01,2022-10-03,,\5,\5,\1,\11,A,A,8301,2023-01-25,8100,2023-01-27,25,0,,,0,0,,,0,0,,,0,0,8100,2023-01-27,A,2023-02-02,,,C
2023-01-28,2,9,S52461,B2C0715801,D23W1W1193,70,T,7730,SSA,SSA148,STS304LJS2,STS304LJS2,S304LJ,SUS304L,W,WR,DZ,PK,SL,20,20,,S1336,"SHIN JIN FASTENER CO.,LTD",D2023010134,022,D23W01W1201,N,2023-01-28,3,9W91,산세,1,170,8100,소형압연,2,S11,종크랙,제품불량,표면,4,JR,폐기,2023-01-28,B,2022-12-04,2022-12-04,2022-12-04,,\1,\1,\2,\7,,,,,8100,2023-01-24,20,0,,,0,0,,,0,0,,,0,0,8100,2023-01-24,B,2023-02-02,,,C
2023-01-28,2,9,S52727,B310330003,D23W1W1160,90,T,7730,SSA,SSA162,STS304SX,STS304SX,S304,304,W,WR,DM,PF,SL,26,26,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023010132,001,D23W01W1168,N,2023-01-28,3,9W91,산세,1,200,8100,소형압연,2,S32,OVERLAP,제품불량,표면,4,JR,폐기,2023-01-28,B,2023-01-02,2023-01-03,2023-01-03,,\4,\2,\4,\3,,,,,8100,2023-01-27,26,0,,,0,0,,,0,0,,,0,0,8100,2023-01-27,B,2023-02-02,,,C
2023-06-23,2,9,S54210,B350375501,D23W5W1348,82,T,7730,SSM,SSM181,316LDSB,316LDSB,S316/316LD,316/316L,W,WR,DM,PK,SL,30,30,,S0808,TPLEX.CO.Ltd.,D2023050157,013,D23W05W0579,N,2023-06-01,3,9W91,산세,1,"1,399",8100,소형압연,2,D12,진원도(편경차)불량,제품불량,치수,4,JR,폐기,2023-06-23,A,2023-05-02,2023-05-02,2023-05-02,,\4,\4,\2,\5,A,A,8301,2023-05-26,8100,2023-05-28,30,0,,,0,0,,,0,0,,,0,0,8100,2023-05-28,A,2023-07-04,,,C
2023-07-25,2,9,S54491,B350669900,D23W7W0210,80,T,7730,SSA,SSA162,STS304SX,STS304SX,S304,304,W,WR,DM,PK,SL,27,27,,S0808,TPLEX.CO.Ltd.,D2023070148,009,D23W07W0972,N,2023-07-25,3,9W91,산세,1,250,2Z00,2제강,2,S11,종크랙,제품불량,표면,4,JR,폐기,2023-07-25,,2023-05-30,2023-05-30,2023-05-31,F,\6,\1,\4,\1,D,D,8301,2023-07-05,8100,2023-07-22,27,0,,,0,0,,,0,0,,,0,0,8100,2023-07-22,D,2023-08-07,,,C
2023-09-01,2,9,S54751,B360554304,D23W8W1202,80,T,7730,SSH,SSH002,STS303SY,STS303SY,S303,303FM,W,WR,DM,PK,SL,26,26,,S0808,TPLEX.CO.Ltd.,D2023080206,010,D23W08W1614,N,2023-09-01,3,9W91,산세,1,"1,465",8100,소형압연,2,S20,SEAM+터짐,제품불량,표면,4,JR,폐기,2023-09-01,C,2023-06-27,2023-06-27,2023-06-27,,\5,\5,\4,\9,A,A,8301,2023-08-27,8100,2023-08-28,26,0,,,0,0,,,0,0,,,0,0,8100,2023-08-28,C,2023-10-05,,,C
2023-06-30,2,9,S54189,B350427400,D23W5W1458,72,T,7730,SSA,SSA127,STS304LS2,STS304LS2,S304LA,AISI304L,W,WR,DZ,PK,SL,27,27,,S1095,"KOWEL CO., LTD",D2023050142,003,D23W05W0493,N,2023-06-30,3,9W91,산세,1,"1,460",8100,소형압연,2,S34,압연 ROLL MARK,제품불량,표면,4,JR,폐기,2023-06-30,A,2023-04-30,2023-05-01,2023-05-02,,\2,\2,\6,\8,,,,,8100,2023-05-27,27,0,,,0,0,,,0,0,,,0,0,8100,2023-05-27,A,2023-07-04,,,C
2023-07-01,2,9,S54531,B360222002,E23W6W0224,102,T,7730,SSM,SSM212,STS316FS3,STS316FS3,,SUS316-S,W,WR,DM,PK,SL,20,20,,S6065,PROFIT GROUP INDUSTRIAL LIMITED,E2023060035,011,E23W06W0197,N,2023-07-01,3,9W91,산세,1,"1,449",8100,소형압연,2,S20,SEAM+터짐,제품불량,표면,4,JR,폐기,2023-07-01,D,2023-06-01,2023-06-01,2023-06-02,,\1,\1,\3,\9,A,A,8301,2023-06-21,8100,2023-06-23,20,0,,,0,0,,,0,0,,,0,0,8100,2023-06-23,D,2023-08-07,,,C
2023-06-15,2,9,S54144,B340595600,D23W5W0742,122,T,7730,SSH,SSH034,STS303FS8,STS303FS8,,SUS303F,W,WR,DM,PF,SL,30,30,,S0556,"SeAH SPECIAL STEEL CO,. LTD.",D2023050211,025,D23W05W1268,N,2023-06-15,3,9W91,산세,1,"1,263",8100,소형압연,2,D12,진원도(편경차)불량,제품불량,치수,4,JR,폐기,2023-06-15,A,2023-04-28,2023-04-28,2023-04-28,,\2,\1,\4,\13,A,A,8301,2023-05-17,8100,2023-05-28,30,0,,,0,0,,,0,0,,,0,0,8100,2023-05-28,A,2023-07-04,,,C
