Time;[110:2];[110:10];[112:28];[112:29]
17.02.2025 13:13:20.500550;9.97204;0;420;1
17.02.2025 13:13:20.600550;9.69245;0;420;1
17.02.2025 13:13:20.700550;9.31966;0;420;1
17.02.2025 13:13:20.800550;9.41286;0;420;1
17.02.2025 13:13:20.900550;10.1584;0;420;1
17.02.2025 13:13:21.000550;10.1584;0;420;1
17.02.2025 13:13:21.100550;10.0652;0;420;1
17.02.2025 13:13:21.200550;10.3448;0;420;1
17.02.2025 13:13:21.300550;10.5312;0;420;1
17.02.2025 13:13:21.400550;10.7176;0;420;1
17.02.2025 13:13:21.500550;10.8108;0;420;1
17.02.2025 13:13:21.600550;10.2516;0;420;1
17.02.2025 13:13:21.700550;10.1584;0;420;1
17.02.2025 13:13:21.800550;9.41286;0;420;1
17.02.2025 13:13:21.900550;9.41286;0;420;1
17.02.2025 13:13:22.000550;9.31966;0;420;1
17.02.2025 13:13:22.100550;10.5312;0;420;1
17.02.2025 13:13:22.200550;10.5312;0;420;1
17.02.2025 13:13:22.300550;10.438;0;420;1
17.02.2025 13:13:22.400550;9.69245;0;420;1
17.02.2025 13:13:22.500550;9.87884;0;420;1
17.02.2025 13:13:22.600550;9.87884;0;420;1
17.02.2025 13:13:22.700550;9.97204;0;420;1
17.02.2025 13:13:22.800550;9.78565;0;420;1
17.02.2025 13:13:22.900550;9.78565;0;420;1
17.02.2025 13:13:23.000550;10.3448;0;420;1
17.02.2025 13:13:23.100550;10.3448;0;420;1
17.02.2025 13:13:23.200550;9.69245;0;420;1
17.02.2025 13:13:23.300550;10.1584;0;420;1
17.02.2025 13:13:23.400550;9.97204;0;420;1
17.02.2025 13:13:23.500550;10.438;0;420;1
17.02.2025 13:13:23.600550;10.438;0;420;1
17.02.2025 13:13:23.700550;10.5312;0;420;1
17.02.2025 13:13:23.800550;9.87884;0;420;1
17.02.2025 13:13:23.900550;9.97204;0;420;1
17.02.2025 13:13:24.000550;9.78565;0;420;1
17.02.2025 13:13:24.100550;9.04007;0;420;1
17.02.2025 13:13:24.200550;9.31966;0;420;1
17.02.2025 13:13:24.300550;10.3448;0;420;1
17.02.2025 13:13:24.400550;10.3448;0;420;1
17.02.2025 13:13:24.500550;10.5312;0;420;1
17.02.2025 13:13:24.600550;10.5312;0;420;1
17.02.2025 13:13:24.700550;10.1584;0;420;1
17.02.2025 13:13:24.800550;10.1584;0;420;1
17.02.2025 13:13:24.900550;10.0652;0;420;1
17.02.2025 13:13:25.000550;9.97204;0;420;1
17.02.2025 13:13:25.100550;10.3448;0;420;1
17.02.2025 13:13:25.200550;10.3448;0;420;1
17.02.2025 13:13:25.300550;9.78565;0;420;1
17.02.2025 13:13:25.400550;10.1584;0;420;1
17.02.2025 13:13:25.500550;9.87884;0;420;1
17.02.2025 13:13:25.600550;9.69245;0;420;1
17.02.2025 13:13:25.700550;9.31966;0;420;1
17.02.2025 13:13:25.800550;9.50606;0;420;1
17.02.2025 13:13:25.900550;9.41286;0;420;1
17.02.2025 13:13:26.000550;9.59925;0;420;1
17.02.2025 13:13:26.100550;9.97204;0;420;1
17.02.2025 13:13:26.200550;10.438;0;420;1
17.02.2025 13:13:26.300550;10.6244;0;420;1
17.02.2025 13:13:26.400550;11.1836;0;420;1
17.02.2025 13:13:26.500550;10.5312;0;420;1
17.02.2025 13:13:26.600550;10.5312;0;420;1
17.02.2025 13:13:26.700550;9.78565;0;420;1
17.02.2025 13:13:26.800550;9.78565;0;420;1
17.02.2025 13:13:26.900550;10.1584;0;420;1
17.02.2025 13:13:27.000550;9.78565;0;420;1
17.02.2025 13:13:27.100550;8.85368;0;420;1
17.02.2025 13:13:27.200550;9.22647;0;420;1
17.02.2025 13:13:27.300550;9.78565;0;420;1
17.02.2025 13:13:27.400550;9.69245;0;420;1
17.02.2025 13:13:27.500550;10.904;0;420;1
17.02.2025 13:13:27.600550;10.6244;0;420;1
17.02.2025 13:13:27.700550;10.438;0;420;1
17.02.2025 13:13:27.800550;10.438;0;420;1
17.02.2025 13:13:27.900550;10.5312;0;420;1
17.02.2025 13:13:28.000550;9.78565;0;420;1
17.02.2025 13:13:28.100550;9.97204;0;420;1
17.02.2025 13:13:28.200550;9.97204;0;420;1
17.02.2025 13:13:28.300550;9.69245;0;420;1
17.02.2025 13:13:28.400550;9.22647;0;420;1
17.02.2025 13:13:28.500550;9.22647;0;420;1
17.02.2025 13:13:28.600550;10.6244;0;420;1
17.02.2025 13:13:28.700550;10.5312;0;420;1
17.02.2025 13:13:28.800550;10.3448;0;420;1
17.02.2025 13:13:28.900550;9.59925;0;420;1
17.02.2025 13:13:29.000550;9.69245;0;420;1
17.02.2025 13:13:29.100550;9.13327;0;420;1
17.02.2025 13:13:29.200550;9.41286;0;420;1
17.02.2025 13:13:29.300550;9.87884;0;420;1
17.02.2025 13:13:29.400550;10.438;0;420;1
17.02.2025 13:13:29.500550;10.5312;0;420;1
17.02.2025 13:13:29.600550;11.4632;0;420;1
17.02.2025 13:13:29.700550;11.0904;0;420;1
17.02.2025 13:13:29.800550;10.438;0;420;1
17.02.2025 13:13:29.900550;10.7176;0;420;1
17.02.2025 13:13:30.000550;10.5312;0;420;1
17.02.2025 13:13:30.100550;9.69245;0;420;1
17.02.2025 13:13:30.200550;10.7176;0;420;1
17.02.2025 13:13:30.300550;10.438;0;420;1
17.02.2025 13:13:30.400550;9.97204;0;420;1
17.02.2025 13:13:30.500550;9.78565;0;420;1
17.02.2025 13:13:30.600550;9.04007;0;420;1
17.02.2025 13:13:30.700550;9.59925;0;420;1
17.02.2025 13:13:30.800550;9.13327;0;420;1
17.02.2025 13:13:30.900550;9.87884;0;420;1
17.02.2025 13:13:31.000550;9.87884;0;420;1
17.02.2025 13:13:31.100550;9.69245;0;420;1
17.02.2025 13:13:31.200550;10.1584;0;420;1
17.02.2025 13:13:31.300550;10.438;0;420;1
17.02.2025 13:13:31.400550;10.6244;0;420;1
17.02.2025 13:13:31.500550;10.5312;0;420;1
17.02.2025 13:13:31.600550;10.1584;0;420;1
17.02.2025 13:13:31.700550;9.78565;0;420;1
17.02.2025 13:13:31.800550;10.5312;0;420;1
17.02.2025 13:13:31.900550;9.97204;0;420;1
17.02.2025 13:13:32.000550;9.22647;0;420;1
17.02.2025 13:13:32.100550;9.50606;0;420;1
17.02.2025 13:13:32.200550;9.59925;0;420;1
17.02.2025 13:13:32.300550;9.69245;0;420;1
17.02.2025 13:13:32.400550;9.69245;0;420;1
17.02.2025 13:13:32.500550;9.97204;0;420;1
17.02.2025 13:13:32.600550;10.3448;0;420;1
17.02.2025 13:13:32.700550;10.6244;0;420;1
17.02.2025 13:13:32.800550;10.6244;0;420;1
17.02.2025 13:13:32.900550;10.904;0;420;1
17.02.2025 13:13:33.000550;10.438;0;420;1
17.02.2025 13:13:33.100550;10.0652;0;420;1
17.02.2025 13:13:33.200550;10.2516;0;420;1
17.02.2025 13:13:33.300550;8.76048;0;420;1
17.02.2025 13:13:33.400550;8.76048;0;420;1
17.02.2025 13:13:33.500550;9.69245;0;420;1
17.02.2025 13:13:33.600550;9.69245;0;420;1
17.02.2025 13:13:33.700550;10.0652;0;420;1
17.02.2025 13:13:33.800550;10.5312;0;420;1
17.02.2025 13:13:33.900550;10.7176;0;420;1
17.02.2025 13:13:34.000550;11.4632;0;420;1
17.02.2025 13:13:34.100550;11.37;0;420;1
17.02.2025 13:13:34.200550;11.0904;0;420;1
17.02.2025 13:13:34.300550;10.5312;0;420;1
17.02.2025 13:13:34.400550;10.1584;0;420;1
17.02.2025 13:13:34.500550;10.6244;0;420;1
17.02.2025 13:13:34.600550;10.5312;0;420;1
17.02.2025 13:13:34.700550;9.87884;0;420;1
17.02.2025 13:13:34.800550;9.87884;0;420;1
17.02.2025 13:13:34.900550;10.3448;0;420;1
