Time;[110:2];[110:10];[112:28];[112:29];[6.0]
09.03.2025 14:00:41.829376;9.41286;0;408;1;0
09.03.2025 14:00:41.929376;9.69245;0;408;1;0
09.03.2025 14:00:42.029376;9.87884;0;408;1;0
09.03.2025 14:00:42.129376;9.41286;0;408;1;0
09.03.2025 14:00:42.229376;9.41286;0;408;1;0
09.03.2025 14:00:42.329376;9.04007;0;408;1;0
09.03.2025 14:00:42.429376;9.59925;0;408;1;0
09.03.2025 14:00:42.529376;10.1584;0;408;1;0
09.03.2025 14:00:42.629376;11.1836;0;408;1;0
09.03.2025 14:00:42.729376;11.0904;0;408;1;0
09.03.2025 14:00:42.829376;10.9972;0;408;1;0
09.03.2025 14:00:42.929376;11.2768;0;408;1;0
09.03.2025 14:00:43.029376;10.8108;0;408;1;0
09.03.2025 14:00:43.129376;10.8108;0;408;1;0
09.03.2025 14:00:43.229376;11.4632;0;408;1;0
09.03.2025 14:00:43.329376;11.0904;0;408;1;0
09.03.2025 14:00:43.429376;11.37;0;408;1;0
09.03.2025 14:00:43.529376;11.2768;0;408;1;0
09.03.2025 14:00:43.629376;10.6244;0;408;1;0
09.03.2025 14:00:43.729376;10.5312;0;408;1;0
09.03.2025 14:00:43.829376;10.9972;0;408;1;0
09.03.2025 14:00:43.929376;10.8108;0;408;1;0
09.03.2025 14:00:44.029376;10.8108;0;408;1;0
09.03.2025 14:00:44.129376;10.1584;0;408;1;0
09.03.2025 14:00:44.229376;10.1584;0;408;1;0
09.03.2025 14:00:44.329376;10.904;0;408;1;0
09.03.2025 14:00:44.429376;10.5312;0;408;1;0
09.03.2025 14:00:44.529376;9.78565;0;408;1;0
09.03.2025 14:00:44.629376;10.2516;0;408;1;0
09.03.2025 14:00:44.729376;9.78565;0;408;1;0
09.03.2025 14:00:44.829376;9.87884;0;408;1;0
09.03.2025 14:00:44.929376;9.87884;0;408;1;0
09.03.2025 14:00:45.029376;10.0652;0;408;1;0
09.03.2025 14:00:45.129376;9.69245;0;408;1;0
09.03.2025 14:00:45.229376;10.1584;0;408;1;0
09.03.2025 14:00:45.329376;9.87884;0;408;1;0
09.03.2025 14:00:45.429376;9.78565;0;408;1;0
09.03.2025 14:00:45.529376;9.13327;0;408;1;0
09.03.2025 14:00:45.629376;8.85368;0;408;1;0
09.03.2025 14:00:45.729376;9.13327;0;408;1;0
09.03.2025 14:00:45.829376;10.5312;0;408;1;0
09.03.2025 14:00:45.929376;10.9972;0;408;1;0
09.03.2025 14:00:46.029376;11.1836;0;408;1;0
09.03.2025 14:00:46.129376;11.2768;0;408;1;0
09.03.2025 14:00:46.229376;10.7176;0;408;1;0
09.03.2025 14:00:46.329376;10.7176;0;408;1;0
09.03.2025 14:00:46.429376;10.3448;0;408;1;0
09.03.2025 14:00:46.529376;10.6244;0;408;1;0
09.03.2025 14:00:46.629376;10.0652;0;408;1;0
09.03.2025 14:00:46.729376;10.7176;0;408;1;0
09.03.2025 14:00:46.829376;10.5312;0;408;1;0
09.03.2025 14:00:46.929376;9.87884;0;408;1;0
09.03.2025 14:00:47.029376;9.87884;0;408;1;0
09.03.2025 14:00:47.129376;10.5312;0;408;1;0
09.03.2025 14:00:47.229376;10.1584;0;408;1;0
09.03.2025 14:00:47.329376;10.6244;0;408;1;0
09.03.2025 14:00:47.429376;10.438;0;408;1;0
09.03.2025 14:00:47.529376;10.3448;0;408;1;0
09.03.2025 14:00:47.629376;10.2516;0;408;1;0
09.03.2025 14:00:47.729376;9.41286;0;408;1;0
09.03.2025 14:00:47.829376;9.41286;0;408;1;0
09.03.2025 14:00:47.929376;9.50606;0;408;1;0
09.03.2025 14:00:48.029376;9.59925;0;408;1;0
09.03.2025 14:00:48.129376;9.59925;0;408;1;0
09.03.2025 14:00:48.229376;9.13327;0;408;1;0
09.03.2025 14:00:48.329376;8.94688;0;408;1;0
09.03.2025 14:00:48.429376;9.04007;0;408;1;0
09.03.2025 14:00:48.529376;9.78565;0;408;1;0
09.03.2025 14:00:48.629376;10.5312;0;408;1;0
09.03.2025 14:00:48.729376;11.5564;0;408;1;0
09.03.2025 14:00:48.829376;11.2768;0;408;1;0
09.03.2025 14:00:48.929376;10.6244;0;408;1;0
09.03.2025 14:00:49.029376;10.6244;0;408;1;0
09.03.2025 14:00:49.129376;11.2768;0;408;1;0
09.03.2025 14:00:49.229376;11.4632;0;408;1;0
09.03.2025 14:00:49.329376;10.904;0;408;1;0
09.03.2025 14:00:49.429376;10.904;0;408;1;0
09.03.2025 14:00:49.529376;10.2516;0;408;1;0
09.03.2025 14:00:49.629376;10.1584;0;408;1;0
09.03.2025 14:00:49.729376;10.2516;0;408;1;0
09.03.2025 14:00:49.829376;10.3448;0;408;1;0
09.03.2025 14:00:49.929376;10.2516;0;408;1;0
09.03.2025 14:00:50.029376;10.0652;0;408;1;0
09.03.2025 14:00:50.129376;10.0652;0;408;1;0
09.03.2025 14:00:50.229376;10.3448;0;408;1;0
09.03.2025 14:00:50.329376;9.78565;0;408;1;0
09.03.2025 14:00:50.429376;9.78565;0;408;1;0
09.03.2025 14:00:50.529376;9.78565;0;408;1;0
09.03.2025 14:00:50.629376;9.69245;0;408;1;0
09.03.2025 14:00:50.729376;9.41286;0;408;1;0
09.03.2025 14:00:50.829376;9.50606;0;408;1;0
09.03.2025 14:00:50.929376;10.0652;0;408;1;0
09.03.2025 14:00:51.029376;9.78565;0;408;1;0
09.03.2025 14:00:51.129376;9.22647;0;408;1;0
09.03.2025 14:00:51.229376;9.78565;0;408;1;0
09.03.2025 14:00:51.329376;10.438;0;408;1;0
09.03.2025 14:00:51.429376;10.5312;0;408;1;0
09.03.2025 14:00:51.529376;9.97204;0;408;1;0
09.03.2025 14:00:51.629376;9.87884;0;408;1;0
09.03.2025 14:00:51.729376;9.97204;0;408;1;0
09.03.2025 14:00:51.829376;9.50606;0;408;1;0
09.03.2025 14:00:51.929376;9.59925;0;408;1;0
09.03.2025 14:00:52.029376;9.78565;0;408;1;0
09.03.2025 14:00:52.129376;10.1584;0;408;1;0
09.03.2025 14:00:52.229376;10.9972;0;408;1;0
09.03.2025 14:00:52.329376;10.438;0;408;1;0
09.03.2025 14:00:52.429376;10.438;0;408;1;0
09.03.2025 14:00:52.529376;10.9972;0;408;1;0
09.03.2025 14:00:52.629376;10.2516;0;408;1;0
09.03.2025 14:00:52.729376;9.87884;0;408;1;0
09.03.2025 14:00:52.829376;9.13327;0;408;1;0
09.03.2025 14:00:52.929376;9.13327;0;408;1;0
09.03.2025 14:00:53.029376;9.41286;0;408;1;0
09.03.2025 14:00:53.129376;9.41286;0;408;1;0
09.03.2025 14:00:53.229376;10.6244;0;408;1;0
09.03.2025 14:00:53.329376;10.3448;0;408;1;0
09.03.2025 14:00:53.429376;10.5312;0;408;1;0
09.03.2025 14:00:53.529376;11.1836;0;408;1;0
09.03.2025 14:00:53.629376;10.904;0;408;1;0
09.03.2025 14:00:53.729376;10.1584;0;408;1;0
09.03.2025 14:00:53.829376;10.438;0;408;1;0
09.03.2025 14:00:53.929376;10.1584;0;408;1;0
09.03.2025 14:00:54.029376;9.41286;0;408;1;0
09.03.2025 14:00:54.129376;10.0652;0;408;1;0
